productId,h,w,l,weightKg,source,itemRef,error
"cmnckfc9201k8vs60dh5bb291","25","25","25","2","cat:MLB22645->MEDIUM","MLB4463325399",""
"cmnclaqk804f2vs1cl7ns9voe","25","25","25","2","cat:MLB63512->MEDIUM","MLB4463030369",""
"cmnclaa3u01h0vs1cvyk0ik2q","15","15","15","0.6","cat:MLB194805->SMALL","MLB4462966123",""
"cmnclaa3u01guvs1cjk0mjil4","15","15","15","0.6","cat:MLB194805->SMALL","MLB4462848527",""
"cmnckfc9201k7vs60dzwxn2i0","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463311057",""
"cmnckfc9201k6vs60j1po74lz","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463309311",""
"cmnckfc9201k0vs60zn6n68bj","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463270839",""
"cmnclaa3u01gxvs1cyxfb6upg","25","25","25","2","cat:MLB191715->MEDIUM","MLB4462899385",""
"cmnckfc9201kovs60wdlau2jv","30","50","80","12","kw:XLARGE","MLB4463452919",""
"cmnckfc9201k1vs60gpfpiuui","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463271627",""
"cmnclaa3u01gvvs1cs672awm4","10","10","50","0.8","cat:MLB63583->SMALL_LONG","MLB4462860811",""
"cmnckfc9201juvs60hazofxbo","25","25","25","2","cat:MLB22645->MEDIUM","MLB4462758473",""
"cmnckfmmk03t4vs60qy2jt7mr","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6232304268",""
"cmnclakaw03euvs1c8y1cvh2k","15","15","15","0.6","fallback:SMALL","MLB6233748698",""
"cmnclaa3u01h5vs1cuhh3yndl","15","15","15","0.6","cat:MLB47115->SMALL","MLB4463488391",""
"cmnckfmml03tbvs60ujnflgrs","10","10","10","0.3","cat:MLB115598->TINY","MLB6233753070",""
"cmnckfmml03t9vs60hfz5uff7","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6232589010",""
"cmnckfmml03t8vs60ductbobq","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6232523338",""
"cmnckfmml03tavs60hp74ca19","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6233675824",""
"cmnclakaw03eqvs1c1lemfrsq","10","10","50","0.8","kw:SMALL_LONG","MLB6232779682",""
"cmnckfmml03t6vs60454f018y","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6232381422",""
"cmnckfc9201jzvs60lhu7b7yb","15","15","15","0.6","cat:MLB194431->SMALL","MLB4463259261",""
"cmnclakaw03ervs1cb76gwvwk","15","15","15","0.6","cat:MLB194805->SMALL","MLB6232944058",""
"cmnclakax03fmvs1ck89auvdn","15","15","15","0.6","fallback:SMALL","MLB6239558840",""
"cmnckfc9201k3vs60kfz3egbu","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463273575",""
"cmnclaa3u01gwvs1cu28q095o","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB4462861871",""
"cmnckfc9201jyvs6042t2cdze","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463258045",""
"cmnclaul1057gvs1ca8jo0bk2","30","50","80","12","kw:XLARGE","MLB6233928840",""
"cmnckfmmm03ugvs60u8j4ufzh","15","15","15","0.6","cat:MLB194800->SMALL","MLB6239591480",""
"cmnckfmml03tevs60zc4c8iy0","15","15","15","0.6","cat:MLB428985->SMALL","MLB6235434660",""
"cmnclakax03fnvs1cxcso6nf7","10","10","10","0.3","cat:MLB63788->TINY","MLB6239566960",""
"cmnckfc9201kjvs60tidjgs68","15","15","15","0.6","cat:MLB194431->SMALL","MLB4463400535",""
"cmnclaa3v01hcvs1cccejsn3c","25","25","25","2","kw:MEDIUM","MLB4464705795",""
"cmnclaa3u01gyvs1c36od9ltd","10","10","10","0.3","cat:MLB22668->TINY","MLB4462900849",""
"cmnclakaw03etvs1cej6ko9l4","15","15","15","0.6","cat:MLB194805->SMALL","MLB6233739428",""
"cmnclakax03fovs1cgaww7ksi","10","10","10","0.3","cat:MLB193785->TINY","MLB6239889932",""
"cmnclakaw03evvs1ccbnh93iy","30","50","80","12","kw:XLARGE","MLB6233754486",""
"cmnckfc9301lfvs605aoneoo8","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4464688083",""
"cmnckfc9201k4vs60xbyxu1ud","15","15","15","0.6","kw:SMALL","MLB4463277561",""
"cmnclakaw03ezvs1cyvgoqwk4","15","40","40","2","cat:MLB22701->MEDIUM_FLAT","MLB6235561462",""
"cmnclakaw03ewvs1c3vxijkhd","15","15","15","0.6","cat:MLB63743->SMALL","MLB6233760806",""
"cmnclaul1057ivs1c6fpnhdq2","30","50","80","12","kw:XLARGE","MLB6235576084",""
"cmnckfc9201jxvs605adxw6q6","10","10","10","0.3","cat:MLB115598->TINY","MLB4462939903",""
"cmnclaul1057hvs1cnkxgalmk","15","15","15","0.6","cat:MLB194429->SMALL","MLB6235403192",""
"cmnckfmml03t5vs60radrgqat","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6232341788",""
"cmnckfc9301lgvs60z4u6x712","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4464730179",""
"cmnckfc9201kgvs60ack73ffe","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463387805",""
"cmnclaa3u01grvs1cvdvd2z5i","15","15","15","0.6","cat:MLB194805->SMALL","MLB4462745491",""
"cmnclaa3u01h1vs1c1u0kde9o","10","10","10","0.3","cat:MLB22668->TINY","MLB4463017643",""
"cmnclaqk804f6vs1cwldx1gyp","10","10","10","0.3","cat:MLB192566->TINY","MLB4465122043",""
"cmnclaqk804f4vs1c1y8jt2ps","15","15","15","0.6","cat:MLB193531->SMALL","MLB4464867213",""
"cmnclaa3v01hhvs1cdrzhbvob","30","80","100","18","kw:XXLARGE","MLB4465257631",""
"cmnclaa3v01hdvs1cplud0wny","15","15","15","0.6","kw:SMALL","MLB4464806163",""
"cmnclakaw03esvs1ctd2og5kk","10","10","50","0.8","cat:MLB192359->SMALL_LONG","MLB6233685694",""
"cmnckfc9301livs60i7gdmewj","10","10","10","0.3","cat:MLB115598->TINY","MLB4465190465",""
"cmnclaa3v01hjvs1cyza6unt5","15","15","15","0.6","kw:SMALL","MLB4465356007",""
"cmnckfc9201k2vs60cze62ktn","15","15","15","0.6","cat:MLB194800->SMALL","MLB4463272483",""
"cmnclaa3v01hgvs1c9wl51v5n","25","25","25","2","cat:MLB191715->MEDIUM","MLB4465087773",""
"cmnclaa3v01hevs1cikroa4um","15","15","15","0.6","cat:MLB192357->SMALL","MLB4464889301",""
"cmnclaa3v01hfvs1czugzbrl1","15","15","15","0.6","kw:SMALL","MLB4464958949",""
"cmnclaul20582vs1cu00odc8k","10","10","10","0.3","cat:MLB192566->TINY","MLB6239553364",""
"cmnclaa3u01h4vs1cop7ns75a","10","10","50","0.8","cat:MLB31156->SMALL_LONG","MLB4463383907",""
"cmnckfc9301ljvs60clzrc8io","15","15","15","0.6","cat:MLB194431->SMALL","MLB4465218109",""
"cmnclaa3v01hivs1cnxhsfyow","10","10","10","0.3","cat:MLB63788->TINY","MLB4465300695",""
"cmnclaqk804f7vs1cnwjdy10o","15","15","15","0.6","cat:MLB191714->SMALL","MLB4465141905",""
"cmnclaqk804f5vs1cr2eo1c8r","15","15","15","0.6","cat:MLB194429->SMALL","MLB4464877217",""
"cmnclakax03fgvs1cszm6hqx9","15","15","15","0.6","cat:MLB194805->SMALL","MLB6239487664",""
"cmnclakax03ffvs1co5krt887","10","10","50","0.8","cat:MLB63687->SMALL_LONG","MLB6239485434",""
"cmnckfmmm03uevs606tojrz84","15","15","15","0.6","cat:MLB194800->SMALL","MLB6239539686",""
"cmnckfc9301lhvs60yezy5xbq","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4464754909",""
"cmnckfmml03tdvs601pphtuzx","15","15","15","0.6","cat:MLB194800->SMALL","MLB6235421746",""
"cmnckfc9201jvvs603hu3k2o4","25","25","25","2","cat:MLB22645->MEDIUM","MLB4462796887",""
"cmnckfc9201kfvs60lxspidm9","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463386491",""
"cmnclaa3u01h2vs1cpbn6exs8","15","15","15","0.6","cat:MLB193902->SMALL","MLB4463269419",""
"cmnclaa3u01gtvs1ccj0l4hic","15","15","15","0.6","kw:SMALL","MLB4462846971",""
"cmnckfc9201jwvs60qg3lwrbr","15","15","15","0.6","cat:MLB428983->SMALL","MLB4462861703",""
"cmnckfmml03tcvs60xdtt6lzn","25","25","25","2","cat:MLB22645->MEDIUM","MLB6233852584",""
"cmnclaul1057fvs1cmhfbbtwd","30","50","80","12","kw:XLARGE","MLB6233864870",""
"cmnclakaw03exvs1coafsieac","15","15","15","0.6","kw:SMALL","MLB6233893994",""
"cmnclaa3u01gzvs1c58uwl3s5","15","15","15","0.6","kw:SMALL","MLB4462951527",""
"cmnckfmml03t7vs60jib60ubp","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6232432982",""
"cmnckfc9201k5vs602w7xm3tp","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4463286421",""
"cmnclaa3u01gsvs1ce46nsy8a","10","10","10","0.3","cat:MLB193785->TINY","MLB4462808261",""
"cmnckfmml03ubvs60gtiqqtrx","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6239458094",""
"cmnclakax03fbvs1c45p9pf4n","15","15","15","0.6","kw:SMALL","MLB6239462270",""
"cmnclakax03fkvs1ckybmr2fw","15","15","15","0.6","cat:MLB193902->SMALL","MLB6239543254",""
"cmnclakax03fcvs1cccc2rfot","15","15","15","0.6","cat:MLB194805->SMALL","MLB6239464916",""
"cmnclaul20580vs1c9f4p4ezb","15","15","15","0.6","cat:MLB194429->SMALL","MLB6239535092",""
"cmnckfmmm03udvs60vq7wca88","15","15","15","0.6","cat:MLB428983->SMALL","MLB6239495262",""
"cmnckfmmm03ufvs60uklrtbqz","15","15","15","0.6","cat:MLB428983->SMALL","MLB6239547930",""
"cmnclakax03flvs1cub7mm5ot","30","80","100","18","kw:XXLARGE","MLB6239549508",""
"cmnclaul20581vs1cxjo8u6ce","15","15","15","0.6","cat:MLB191714->SMALL","MLB6239546470",""
"cmnclakax03fevs1c2yzr99mn","30","80","100","18","kw:XXLARGE","MLB6239476252",""
"cmnckfmml03ucvs607uhnrcq1","15","15","15","0.6","cat:MLB428983->SMALL","MLB6239478998",""
"cmnclakax03fhvs1cpgz0kni6","15","15","15","0.6","cat:MLB193902->SMALL","MLB6239500518",""
"cmnclakax03fjvs1c986tnon0","15","15","15","0.6","cat:MLB430748->SMALL","MLB6239526172",""
"cmnclakax03fivs1c3bys2vjh","15","15","15","0.6","cat:MLB431130->SMALL","MLB6239524268",""
"cmnclakax03fdvs1cpt7fmcvm","15","15","15","0.6","cat:MLB431130->SMALL","MLB6239472926",""
"cmnclaul2057zvs1c5ywkl8ve","15","15","15","0.6","cat:MLB194429->SMALL","MLB6239456834",""
"cmnclakax03f7vs1cikentw6k","15","40","40","2","cat:MLB47089->MEDIUM_FLAT","MLB6239381198",""
"cmnckfmml03u7vs60rzj52kcu","15","15","15","0.6","cat:MLB194800->SMALL","MLB6239399316",""
"cmnckfmml03tzvs60c1q2q3ea","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238742732",""
"cmnckfmml03trvs60uucdrgx0","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238188696",""
"cmnckfmml03u3vs605jvba95n","15","15","15","0.6","cat:MLB194800->SMALL","MLB6239324680",""
"cmnclaul1057vvs1crs91c2rd","30","40","50","5","cat:MLB7863->LARGE","MLB6238254018",""
"cmnclaul1057svs1c9m2gtejf","15","15","15","0.6","cat:MLB194429->SMALL","MLB6238193118",""
"cmnckfmml03txvs60ijltxtwj","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238257718",""
"cmnckfmml03tjvs6036nsueg9","10","10","10","0.3","cat:MLB115598->TINY","MLB6238104314",""
"cmnclaul1057uvs1cnvqxhh90","15","15","15","0.6","cat:MLB191714->SMALL","MLB6238219084",""
"cmnckfmml03tkvs60bzis1ga7","25","25","25","2","cat:MLB22645->MEDIUM","MLB6238115556",""
"cmnclakaw03f1vs1carmpf39e","10","10","10","0.3","cat:MLB428984->TINY","MLB6238115660",""
"cmnclakaw03f0vs1c5r75t2ay","15","15","15","0.6","kw:SMALL","MLB6238072678",""
"cmnckfmml03tovs60tpa74shd","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6238141192",""
"cmnckfmml03tgvs60nz19ub8j","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238012836",""
"cmnclaul1057mvs1c8s92mje8","15","15","15","0.6","cat:MLB194429->SMALL","MLB6238021088",""
"cmnckfmml03tuvs60wb33sywk","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238232538",""
"cmnclaqk804favs1cgp2xxs1a","10","10","10","0.3","cat:MLB192566->TINY","MLB4468846455",""
"cmnclaul1057ovs1cfr83fp6h","30","40","50","5","cat:MLB7863->LARGE","MLB6238072366",""
"cmnclakaw03f2vs1cfcxge6e1","30","80","100","18","kw:XXLARGE","MLB6238142392",""
"cmnckfmml03tmvs60lc3zd8cu","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238127530",""
"cmnclaul2057wvs1c083k813d","15","15","15","0.6","cat:MLB194429->SMALL","MLB6239277350",""
"cmnckfmml03u0vs60s9perj4t","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238748498",""
"cmnclakax03f8vs1c6f2223im","30","80","100","18","kw:XXLARGE","MLB6239419032",""
"cmnclaul1057pvs1c4r0axtpl","15","15","15","0.6","cat:MLB194429->SMALL","MLB6238078238",""
"cmnckfmml03tnvs60vo6ferzo","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6238141026",""
"cmnclaa3v01ievs1cwnse1sud","10","10","10","0.3","cat:MLB193785->TINY","MLB4468900615",""
"cmnclakax03f5vs1cwny5rub7","30","40","50","5","kw:LARGE","MLB6239359716",""
"cmnclaul2057yvs1cdvt3ki1a","25","25","25","2","cat:MLB63512->MEDIUM","MLB6239451400",""
"cmnckfmml03u1vs605gg8lsop","10","10","10","0.3","cat:MLB115598->TINY","MLB6238754872",""
"cmnckfc9401mcvs60rd8hyy7e","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468907355",""
"cmnclaqk804fdvs1cyon4qodu","15","15","15","0.6","cat:MLB194429->SMALL","MLB4468962583",""
"cmnclakaw03f3vs1chovr7q12","10","10","10","0.3","cat:MLB428984->TINY","MLB6238155974",""
"cmnckfmml03tpvs60sc1a0msc","15","15","15","0.6","cat:MLB428983->SMALL","MLB6238154364",""
"cmnclaul1057nvs1cchwgfoct","30","40","50","5","cat:MLB7863->LARGE","MLB6238021498",""
"cmnckfmml03thvs609ifbtswb","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6238023158",""
"cmnckfmml03uavs60ciii5m6w","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6239440030",""
"cmnclaul1057lvs1c2uiizwh3","15","15","15","0.6","cat:MLB194429->SMALL","MLB6238013276",""
"cmnckfmml03u8vs60ew71w7yv","15","15","15","0.6","cat:MLB428983->SMALL","MLB6239403160",""
"cmnclaul1057tvs1c7x26mrx4","15","15","15","0.6","cat:MLB194429->SMALL","MLB6238207888",""
"cmnclaul1057kvs1celtd7xk8","15","15","15","0.6","cat:MLB191714->SMALL","MLB6237983366",""
"cmnckfc9401mdvs609we10pv6","15","15","15","0.6","cat:MLB194800->SMALL","MLB4469093127",""
"cmnclaqk804f9vs1cujfe6y27","15","15","15","0.6","cat:MLB193531->SMALL","MLB4468844831",""
"cmnclaul1057qvs1cfu5akh8f","15","15","15","0.6","cat:MLB194429->SMALL","MLB6238154418",""
"cmnclaul1057rvs1csvthpdz9","15","15","15","0.6","cat:MLB191714->SMALL","MLB6238155276",""
"cmnclaa3v01idvs1c4vkckc21","30","80","100","18","kw:XXLARGE","MLB4468899547",""
"cmnckfmml03tfvs60ajvuwgjh","15","15","15","0.6","cat:MLB428983->SMALL","MLB6237972924",""
"cmnclaqk804fcvs1cf3nrfv2m","15","15","15","0.6","cat:MLB194429->SMALL","MLB4468905739",""
"cmnckfmml03tsvs60dhdj5eyd","15","15","15","0.6","cat:MLB194431->SMALL","MLB6238208450",""
"cmnckfc9401m8vs60wjkxscc8","10","10","10","0.3","cat:MLB115598->TINY","MLB4468810707",""
"cmnckfmml03u5vs600t3a4jii","15","15","15","0.6","cat:MLB428983->SMALL","MLB6239371594",""
"cmnclakax03favs1cs0cr3867","15","15","15","0.6","kw:SMALL","MLB6239432586",""
"cmnclaqk804fbvs1ct0kv01cn","15","15","15","0.6","cat:MLB194429->SMALL","MLB4468850377",""
"cmnclaa3v01iavs1cnolt0h79","30","80","100","18","kw:XXLARGE","MLB4468822349",""
"cmnckfmml03u9vs60j19ckawn","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6239431086",""
"cmnclaa3v01icvs1cod8d8x78","10","10","10","0.3","cat:MLB428984->TINY","MLB4468834881",""
"cmnclaa3v01i6vs1c7xnti5cf","30","80","100","18","kw:XXLARGE","MLB4468795759",""
"cmnckfmml03u2vs603curbigu","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6238755942",""
"cmnckfc9301m6vs60njsj10ns","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4468755523",""
"cmnckfc9401m9vs60e0e68mj5","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468811219",""
"cmnckfmml03ttvs60wjcw2odj","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238227922",""
"cmnclaa3v01i8vs1clf9pjzgf","25","25","25","2","cat:MLB191715->MEDIUM","MLB4468807741",""
"cmnckfc9301m4vs606o0gv9th","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468753943",""
"cmnclaa3v01i1vs1cp0io6aj5","10","10","10","0.3","cat:MLB428984->TINY","MLB4468745619",""
"cmnclaul1057jvs1ce4d65dkb","30","40","50","5","cat:MLB7863->LARGE","MLB6237972946",""
"cmnclakax03f6vs1cg4yfr3wg","15","40","40","2","cat:MLB277543->MEDIUM_FLAT","MLB6239368954",""
"cmnckfmml03tyvs60v2ux0bz2","15","15","15","0.6","cat:MLB428983->SMALL","MLB6238259006",""
"cmnckfmml03u4vs60n5yyo292","15","15","15","0.6","cat:MLB428983->SMALL","MLB6239328148",""
"cmnckfc9401mbvs60i9swaqo4","15","15","15","0.6","cat:MLB428983->SMALL","MLB4468842901",""
"cmnclaa3v01i9vs1c5ab6hvxz","30","80","100","18","kw:XXLARGE","MLB4468809321",""
"cmnckfmml03tivs605q986dvk","30","80","100","18","kw:XXLARGE","MLB6238097802",""
"cmnckfmml03tqvs607gvgza6v","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238168008",""
"cmnclakax03f9vs1c8ucjzael","15","15","15","0.6","cat:MLB194805->SMALL","MLB6239425190",""
"cmnckfmml03u6vs604snyi967","25","25","25","2","cat:MLB22645->MEDIUM","MLB6239379298",""
"cmnclaa3v01i4vs1cssucut8t","10","10","10","0.3","cat:MLB428984->TINY","MLB4468772687",""
"cmnckfc9301m5vs60viz32h9s","15","15","15","0.6","cat:MLB428983->SMALL","MLB4468755471",""
"cmnclaa3v01i0vs1cvoz1ggeb","30","80","100","18","kw:XXLARGE","MLB4468743819",""
"cmnclakaw03f4vs1ct9hggtmr","15","15","15","0.6","cat:MLB191728->SMALL","MLB6238189530",""
"cmnclaa3v01i2vs1c9wiretbj","10","10","50","0.8","kw:SMALL_LONG","MLB4468755009",""
"cmnclaa3v01ibvs1cpvkfghnn","15","15","15","0.6","kw:SMALL","MLB4468823785",""
"cmnckfmml03tvvs60o5lwg244","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6238241618",""
"cmnckfmml03tlvs60dlp2ysvf","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238125480",""
"cmnckfmml03twvs60zki5q1qm","15","15","15","0.6","cat:MLB194800->SMALL","MLB6238254608",""
"cmnclaul2057xvs1csbv4k4ex","10","10","10","0.3","cat:MLB192566->TINY","MLB6239294290",""
"cmnckfc9301lxvs60v44wnzqh","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4468668759",""
"cmnckfc9301m3vs600ybjzu5o","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4468743487",""
"cmnclaa3v01huvs1ckbq3yo3y","10","10","10","0.3","cat:MLB428984->TINY","MLB4468665615",""
"cmnclaa3v01hsvs1ck9oqr6zm","10","10","10","0.3","cat:MLB428984->TINY","MLB4468642985",""
"cmnckfc9301lzvs608vaqdb65","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4468685847",""
"cmnclaa3v01i5vs1ctzv606y8","15","15","15","0.6","cat:MLB47115->SMALL","MLB4468795501",""
"cmnclaa3v01i7vs1c6wsv2xyw","10","10","10","0.3","cat:MLB428984->TINY","MLB4468796311",""
"cmnckfc9401mavs60dw5owqqo","15","15","15","0.6","cat:MLB194431->SMALL","MLB4468818487",""
"cmnckfc9301lovs609vm7a4t2","10","10","10","0.3","cat:MLB115598->TINY","MLB4468603575",""
"cmnclaa3v01i3vs1camse5r0v","10","10","10","0.3","cat:MLB428984->TINY","MLB4468772197",""
"cmnckfc9301lvvs600d7vvt0l","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468649437",""
"cmnclaa3v01hwvs1czki77v53","30","80","100","18","kw:XXLARGE","MLB4468706255",""
"cmnclaa3v01hzvs1ck4k5n1e7","30","80","100","18","kw:XXLARGE","MLB4468731845",""
"cmnclaa3v01hxvs1ckykl5cji","15","15","15","0.6","cat:MLB193902->SMALL","MLB4468707623",""
"cmnclaa3v01hyvs1cw4tkgdwx","15","15","15","0.6","cat:MLB270299->SMALL","MLB4468715735",""
"cmnckfc9301luvs608zmig813","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468635885",""
"cmnckfc9301lyvs601iyf2i6g","10","10","10","0.3","cat:MLB115598->TINY","MLB4468673555",""
"cmnckfc9301lnvs60kos5uymt","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB4468587291",""
"cmnckfomq03v8vs60yy0b5oaa","15","15","15","0.6","kw:SMALL","MLB6244203694",""
"cmnclaa3v01hmvs1c0trlt2cs","10","10","50","0.8","cat:MLB31156->SMALL_LONG","MLB4468588279",""
"cmnclakay03gpvs1ctlp0mayj","15","15","15","0.6","cat:MLB193902->SMALL","MLB6244254682",""
"cmnclakay03govs1c8nybrn6y","15","15","15","0.6","cat:MLB194805->SMALL","MLB6244221186",""
"cmnckfc9301lsvs60tcp68kwd","15","15","15","0.6","cat:MLB428983->SMALL","MLB4468627311",""
"cmnclakay03gsvs1cxllnm69a","15","15","15","0.6","cat:MLB194805->SMALL","MLB6244285820",""
"cmnckfomq03vcvs60zixqd5zy","25","25","25","2","cat:MLB22645->MEDIUM","MLB6244345452",""
"cmnclakay03givs1cm1f41jdf","15","15","15","0.6","cat:MLB193902->SMALL","MLB6244153416",""
"cmnckfomq03v6vs60tkw78nfj","10","10","10","0.3","cat:MLB115598->TINY","MLB6244151206",""
"cmnclaa3v01hqvs1c56rcx1os","10","10","10","0.3","cat:MLB428984->TINY","MLB4468616205",""
"cmnckfomq03v7vs60skrr1vci","15","15","15","0.6","cat:MLB428983->SMALL","MLB6244179026",""
"cmnckfomq03vavs60fan2hj3w","10","10","10","0.3","cat:MLB115598->TINY","MLB6244294264",""
"cmnclakay03gjvs1c3wmhl01e","15","15","15","0.6","cat:MLB431130->SMALL","MLB6244153506",""
"cmnckfc9301ltvs600wv6i6ki","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468627697",""
"cmnclakay03glvs1cbem2fbrz","15","15","15","0.6","cat:MLB270299->SMALL","MLB6244189472",""
"cmnclakay03gkvs1c02sxn2bf","30","80","100","18","kw:XXLARGE","MLB6244171118",""
"cmnclakay03ghvs1ca3jh9pn9","15","15","15","0.6","fallback:SMALL","MLB6244152320",""
"cmnclaqk804f8vs1c6by0cekh","15","15","15","0.6","cat:MLB194429->SMALL","MLB4468653089",""
"cmnclakay03gdvs1cfowelvbi","15","15","15","0.6","cat:MLB270299->SMALL","MLB6244099616",""
"cmnclakay03ggvs1cjexo21p7","10","10","50","0.8","cat:MLB192359->SMALL_LONG","MLB6244131614",""
"cmnckfomq03vbvs60s0z9wtyz","25","25","25","2","cat:MLB22645->MEDIUM","MLB6244322948",""
"cmnckfomq03v3vs60ypocvtbs","25","25","25","2","cat:MLB22645->MEDIUM","MLB6244266870",""
"cmnclaa3v01hovs1cmrap3oig","30","80","100","18","kw:XXLARGE","MLB4468615145",""
"cmnclaul20587vs1chwtl27ub","25","25","25","2","cat:MLB63512->MEDIUM","MLB6244201506",""
"cmnckfomq03v5vs60xt113tsx","15","15","15","0.6","cat:MLB194800->SMALL","MLB6244132692",""
"cmnckfomq03uwvs60j4rl7iad","15","15","15","0.6","cat:MLB428983->SMALL","MLB6243162910",""
"cmnclakay03gmvs1ctjuw1nd6","10","10","10","0.3","cat:MLB431174->TINY","MLB6244195006",""
"cmnclakay03gevs1ck4tssnzs","15","40","40","2","cat:MLB47089->MEDIUM_FLAT","MLB6244109694",""
"cmnckfmmm03uvvs601nxc9sl3","10","10","50","0.8","cat:MLB191713->SMALL_LONG","MLB6243140920",""
"cmnclakay03gtvs1ccxbxobr9","15","15","15","0.6","fallback:SMALL","MLB6244331690",""
"cmnckfc9301llvs60huyd0vv5","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468561575",""
"cmnclaa3v01hlvs1cbfar6a40","15","15","15","0.6","cat:MLB270299->SMALL","MLB4468586761",""
"cmnckfc9301lpvs60cex29cmp","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468614515",""
"cmnclakay03gqvs1cipkzwx5j","15","15","15","0.6","cat:MLB194805->SMALL","MLB6244260192",""
"cmnckfmmm03utvs60bybi0rpc","15","15","15","0.6","cat:MLB194800->SMALL","MLB6243107176",""
"cmnclakay03gcvs1cbuf6l26g","10","10","50","0.8","cat:MLB31156->SMALL_LONG","MLB6244090866",""
"cmnckfmmm03uuvs6072zq6aew","15","15","15","0.6","cat:MLB194431->SMALL","MLB6243137096",""
"cmnclaa3w01isvs1cnhuly5ml","15","15","15","0.6","kw:SMALL","MLB6243910340",""
"cmnckfmmm03usvs60iu4yad7h","15","15","15","0.6","cat:MLB428983->SMALL","MLB6243098572",""
"cmnclakay03gbvs1c7z3qdkfa","15","15","15","0.6","kw:SMALL","MLB6243147886",""
"cmnckfc9301lqvs60itv83pk6","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468623405",""
"cmnckfomq03v1vs60d9iy6yb3","25","25","25","2","cat:MLB22645->MEDIUM","MLB6243856946",""
"cmnckfomq03uxvs60bpz7p66i","15","15","15","0.6","cat:MLB428983->SMALL","MLB6243619614",""
"cmnckfomq03uzvs60ylkcar0s","25","25","25","2","kw:MEDIUM","MLB6243629502",""
"cmnckfomq03uyvs6021x6drdr","15","15","15","0.6","cat:MLB194800->SMALL","MLB6243620712",""
"cmnckfc9301lrvs60oz1rtwab","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468624431",""
"cmnclakay03guvs1cqcwytpo0","15","15","15","0.6","cat:MLB432458->SMALL","MLB6244356292",""
"cmnckfomq03v4vs608o80u2uz","25","25","25","2","cat:MLB22645->MEDIUM","MLB6244098054",""
"cmnclaul20588vs1cy8jt2flv","15","15","15","0.6","cat:MLB191714->SMALL","MLB6244360882",""
"cmnckfc9301m0vs60z28pkzpl","15","15","15","0.6","cat:MLB194800->SMALL","MLB4468694967",""
